title,artist,highest_peak,total_weeks_on_chart,first_appearance,hit_score,is_hit,join_key,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
StarStruck,Christopher Wilde,77,1,2010-03-05,25,0,starstruck_christopher wilde,03teNQu8rWlFnNzF1ULXIq,Starstruck,Christopher Wilde,55.0,3FmqQtzrqovhBNjJfqTjsx,StarStruck,2010-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.555,0.8,0.0,-4.835,1.0,0.0776,0.0353,0.0,0.0783,0.801,174.007,175027.0
Stargazing,Travis Scott,8,36,2018-08-17,164,1,stargazing_travis scott,7wBJfHzpfI3032CSD7CE2m,STARGAZING,Travis Scott,80.0,41GuZcammIkupMPKH2OJ6I,ASTROWORLD,2018-08-03,Hip-Hop Mixtape,37i9dQZF1DWVdgXTbYm2r0,rap,hip hop,0.487,0.789,8.0,-3.69,1.0,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715.0
Starships,Nicki Minaj,5,496,2012-03-02,1087,1,starships_nicki minaj,2EBCVPNAG46nbgs6jXPGvv,Starships,Nicki Minaj,73.0,22F5ZYY1sxoJjk6HzZfmC1,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),2012-01-01,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.747,0.716,11.0,-2.457,0.0,0.075,0.135,0.0,0.251,0.751,125.008,210627.0
Started From The Bottom,Drake,6,253,2013-02-22,600,1,started from the bottom_drake,6OnpdpwV97cpg5dHhtYWXL,Started From the Bottom,Drake,1.0,7JakGcg3iDEmfVlMJPye8u,Started From the Bottom (Explicit Version),2013-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.79,0.54,8.0,-6.959,1.0,0.183,0.0391,0.0,0.266,0.459,86.308,173160.0
Stay,Post Malone,17,10,2018-05-11,103,0,stay_post malone,4H7WNRErSbONkM06blBoGc,Stay,Post Malone,78.0,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys,2018-04-27,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.507,0.48,5.0,-5.418,1.0,0.0266,0.449,0.0,0.147,0.35,86.046,204427.0
Stay With Me,Sam Smith,2,1485,2014-04-18,3068,1,stay with me_sam smith,31CHJzSweI6r1dk6XrZceK,Stay With Me,Sam Smith,56.0,0vrWqbRQEMKqhTGcDLQK7x,In The Lonely Hour (Drowning Shadows Edition),2015-11-06,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.56,0.429,0.0,-6.267,1.0,0.0377,0.52,7.06e-05,0.105,0.161,85.036,172724.0
Steal My Girl,One Direction,13,171,2014-10-17,429,1,steal my girl_one direction,2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,One Direction,73.0,4gCNyS7pidfK3rKWhB3JOY,FOUR (Deluxe),2014-11-17,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.536,0.768,10.0,-5.948,0.0,0.0347,0.00433,0.0,0.114,0.545,77.217,228133.0
Stick Talk,Future,91,3,2016-01-08,15,0,stick talk_future,20fAoPjfYltmd3K3bO7gbt,Stick Talk,Future,62.0,0fUy6IdLHDpGNwavIlhEsl,DS2 (Deluxe),2015-07-17,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.729,0.672,7.0,-6.749,1.0,0.282,0.0265,0.0,0.244,0.595,159.903,171333.0
Stir Fry,Migos,8,231,2018-01-05,554,1,stir fry_migos,2UVbBKQOdFAekPTRsnkzcf,Stir Fry,Migos,75.0,7fd7SEK25VS3gJAUgSwL6y,Culture II,2018-01-26,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.817,0.816,2.0,-5.402,1.0,0.269,0.00263,0.0,0.159,0.508,181.982,190288.0
Stitches,Shawn Mendes,4,1378,2015-06-12,2852,1,stitches_shawn mendes,3zkWCteF82vJwv0hRLba76,Stitches,Shawn Mendes,77.0,0CnQ0JQajNswRjPkNYVG8m,Handwritten,2015-04-14,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.746,0.754,1.0,-6.681,1.0,0.067,0.0152,0.0,0.0486,0.764,149.882,206880.0
Story Of My Life,One Direction,6,528,2013-11-15,1150,1,story of my life_one direction,4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,80.0,7p1fX8aUySrBdx4WSYspOu,Midnight Memories (Deluxe),2013-11-25,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,245493.0
Stressed Out,Twenty One Pilots,2,1378,2015-05-15,2854,1,stressed out_twenty one pilots,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,83.0,3cQO7jp5S9qLBoIVtbkSM1,Blurryface,2015-05-15,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.734,0.637,4.0,-5.677,0.0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333.0
Stronger (What Doesn't Kill You),Kelly Clarkson,1,703,2011-11-11,1505,1,stronger what doesnt kill you_kelly clarkson,1nInOsHbtotAmEOQhtvnzP,Stronger (What Doesn't Kill You),Kelly Clarkson,73.0,0VmE95pr5TSpZWucfyhO5e,Stronger (Deluxe Version),2011-10-24,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684,116.044,221947.0
Sucker,Jonas Brothers,1,1128,2019-03-15,2355,1,sucker_jonas brothers,22vgEDb5hykfaTwLuskFGD,Sucker,Jonas Brothers,87.0,1Uf67JAtkVWfdydzFFqNF2,Happiness Begins,2019-06-07,Hip Pop 2019,3tmx4p5RGlOV1AapXOt1Ze,r&b,hip pop,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027.0
Sugar,Maroon 5,2,903,2015-01-30,1904,1,sugar_maroon 5,2iuZJX9X9P0GKaE93xcPjk,Sugar,Maroon 5,80.0,2Auw0pTT6EcQdvHNimhLQI,V,2015-05-15,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.748,0.788,1.0,-7.055,1.0,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493.0
Suge,DaBaby,7,703,2019-04-12,1499,1,suge_dababy,2gwkD6igEhQbDQegRCcdoB,Suge,DaBaby,87.0,0O1PJ0t69iTO5yWrIeIga0,Baby On Baby,2019-03-01,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.876,0.662,2.0,-6.482,0.0,0.426,0.0608,0.0,0.127,0.844,75.445,163320.0
Sum 2 Prove,Lil Baby,16,210,2020-01-24,504,1,sum 2 prove_lil baby,2u3EyuCqqV31woqGvO9LBz,Sum 2 Prove,Lil Baby,81.0,7KPtAktRGrVjy0QV3MXnZk,Sum 2 Prove,2020-01-10,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.823,0.552,4.0,-7.57,0.0,0.324,0.0174,0.0,0.122,0.418,124.038,205760.0
Summer,Calvin Harris,7,351,2014-04-04,795,1,summer_calvin harris,6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,79.0,48zisMeiXniWLzOQghbPqS,Motion,2014-10-31,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.596,0.856,4.0,-3.556,0.0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533.0
Summer Games,Drake,28,3,2018-07-13,78,0,summer games_drake,0w1ZtnzQmtmuuoKxHT0pLL,Summer Games,Drake,4.0,2o9McLtDM7mbODV7yZF2mc,Scorpion,2018-06-29,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.776,0.482,1.0,-11.268,1.0,0.0356,0.481,0.0457,0.11,0.128,136.015,247893.0
Summertime Magic,Childish Gambino,44,15,2018-07-27,86,0,summertime magic_childish gambino,4j3GWI86JvSaF0BLdmgcfF,Summertime Magic,Childish Gambino,70.0,15k99o4mZJ9mfpQGIOrZ45,Summer Pack,2018-07-11,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.76,0.579,0.0,-7.374,1.0,0.0569,0.0129,0.00351,0.106,0.125,100.01,213600.0
Sunday Best,Surfaces,19,231,2020-03-13,543,1,sunday best_surfaces,1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Surfaces,81.0,3mMWlBGocBwsS1Q0o9wvlc,Where the Light Is,2019-01-06,Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,0.878,0.525,5.0,-6.832,1.0,0.0578,0.183,0.0,0.0714,0.694,112.022,158571.0
Super Bass,Nicki Minaj,3,780,2011-05-13,1657,1,super bass_nicki minaj,0iYebKFUSfF72fUu2OW6ZT,Super Bass,Nicki Minaj,71.0,51HDsvvActcDmYy7NQl6oL,Pink Friday (Deluxe),2010-01-01,Post-teen pop,2KyjkYsSsC1UR75b0m98vd,pop,post-teen pop,0.72,0.861,11.0,-4.339,1.0,0.209,0.269,5.11e-06,0.601,0.669,126.991,200013.0
Sweater Weather,The Neighbourhood,14,703,2013-06-21,1492,1,sweater weather_the neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,81.0,4xkM0BwLM9H2IUcbYzpcBI,I Love You.,2013-04-19,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400.0
Sweet But Psycho,Ava Max,10,630,2018-12-28,1350,1,sweet but psycho_ava max,25sgk305KZfyuqVBQIahim,Sweet but Psycho,Ava Max,87.0,7CdLU3GgPy1PH5FVsrPlyA,Sweet but Psycho,2018-08-17,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.719,0.704,1.0,-4.724,1.0,0.0476,0.0691,0.0,0.166,0.628,133.002,187436.0
Sweetener,Ariana Grande,55,1,2018-08-31,47,0,sweetener_ariana grande,70khXICDeTTxgYtw3EysKH,sweetener,Ariana Grande,70.0,3tx8gQqWbGwqIGZHqDNrGe,Sweetener,2018-08-17,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.721,0.459,4.0,-6.408,1.0,0.032,0.248,0.0,0.212,0.46,119.914,208493.0
Swimming Pools (Drank),Kendrick Lamar,17,435,2012-08-17,953,1,swimming pools drank_kendrick lamar,7bre6yd84LZ6MFoTppmHja,Swimming Pools (Drank),Kendrick Lamar,7.0,0ljGAdQ5EmiJE52O1VsYAM,Swimming Pools (Drank),2012-08-03,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,0.656,0.446,1.0,-5.897,1.0,0.265,0.00695,0.000419,0.088,0.203,74.543,247800.0
TTYLXOX,Bella Thorne,97,3,2012-03-30,9,0,ttylxox_bella thorne,1nIDYHvLaZnD5lEf66SH80,TTYLXOX,Bella Thorne,47.0,2aZGnLDnhv0tUchnx6pxNB,"TTYLXOX (From ""Shake It Up: Live 2 Dance"")",2012-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.819,0.683,7.0,-6.144,1.0,0.156,0.00291,0.122,0.254,0.671,112.007,154773.0
Taboo,Don Omar,97,1,2011-07-22,5,0,taboo_don omar,4cyYC67XY3weSVmSLdKLP8,Taboo,Don Omar,64.0,6mGDfbDErYIJsmSewvccWm,Meet The Orphans,2010-01-01,This Is: Don Omar,37i9dQZF1DWYBUdckfg1va,latin,reggaeton,0.43,0.886,0.0,-5.811,1.0,0.0828,0.0449,0.0,0.0879,0.808,187.38,292160.0
Take A Walk,Passion Pit,84,253,2012-09-14,522,1,take a walk_passion pit,4Sfa7hdVkqlM8UW5LsSY3F,Take a Walk,Passion Pit,68.0,14JU5SskmcyckE5I8PY6lv,Gossamer,2012-07-20,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.566,0.755,11.0,-5.526,1.0,0.0368,0.0338,0.0,0.315,0.445,101.006,264493.0
Take Me To Church,Hozier,2,861,2014-08-29,1820,1,take me to church_hozier,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,80.0,0Uv83rRhY5QvHKkQoULRKk,Hozier,2014-07-20,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.566,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.116,0.437,128.945,241688.0
Tear In My Heart,Twenty One Pilots,82,36,2015-04-24,90,0,tear in my heart_twenty one pilots,3bnVBN67NBEzedqQuWrpP4,Tear in My Heart,Twenty One Pilots,73.0,3cQO7jp5S9qLBoIVtbkSM1,Blurryface,2015-05-15,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.655,0.632,2.0,-4.802,1.0,0.0489,0.0189,0.0,0.0722,0.447,120.113,188493.0
Teenage Dream,Katy Perry,1,561,2010-08-06,1221,1,teenage dream_katy perry,5jzKL4BDMClWqRguW5qZvh,Teenage Dream,Katy Perry,64.0,2eQMC9nJE3f3hCNKlYYHL1,Teenage Dream,2010-01-01,post-teen pop,4TvZA7Pml7mHLgbwNomlnm,pop,post-teen pop,0.719,0.798,10.0,-4.582,1.0,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741.0
Tell Me You Love Me,Demi Lovato,53,206,2017-09-15,459,1,tell me you love me_demi lovato,2dIPe4XdBLUsTZGqPIuKXb,Tell Me You Love Me,Demi Lovato,4.0,2LGlGo4wHdPF2ZV1h0eX1A,Tell Me You Love Me (Deluxe),2017-09-29,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,0.519,0.592,3.0,-5.45,0.0,0.0519,0.0236,0.0,0.146,0.244,81.996,236987.0
Tell Your Friends,The Weeknd,54,6,2015-09-18,58,0,tell your friends_the weeknd,1mhVXWduD8ReDwusfaHNwU,Tell Your Friends,The Weeknd,68.0,0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness,2015-08-28,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.565,0.454,1.0,-11.091,0.0,0.0461,0.265,0.0,0.181,0.312,74.809,334333.0
Tennessee Whiskey,Chris Stapleton,20,21,2015-11-20,122,1,tennessee whiskey_chris stapleton,3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,Chris Stapleton,77.0,7lxHnls3yQNl8B9bILmHj7,Traveller,2015-05-04,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.392,0.37,9.0,-10.888,1.0,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293.0
Tennis Court,Lorde,71,171,2013-10-18,371,1,tennis court_lorde,74fpNVAJrKGQuqHETi4WSt,Tennis Court,Lorde,67.0,0rmhjUgoVa17LZuS8xWQ3v,Pure Heroine,2013-01-01,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.764,0.567,0.0,-8.585,1.0,0.0609,0.0126,9.51e-05,0.257,0.428,89.988,198907.0
"Thank U, Next",Ariana Grande,1,406,2018-11-16,911,1,thank u next_ariana grande,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,87.0,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,207320.0
That's A Rack,Lil Uzi Vert,76,15,2019-04-26,54,0,thats a rack_lil uzi vert,4pCEIQ6wBVuaJdER5bALtO,That's a Rack,Lil Uzi Vert,74.0,7jV7IRYpTLmTJe7uZXZCZh,That's a Rack,2019-04-09,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.852,0.432,1.0,-8.04,0.0,0.501,0.0599,0.0,0.146,0.258,140.042,236571.0
That's My Girl,Fifth Harmony,73,6,2016-12-09,39,0,thats my girl_fifth harmony,2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,Fifth Harmony,70.0,0pF0oyuPNdOObniB1Ng0kW,7/27 (Deluxe),2016-05-27,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.596,0.851,5.0,-4.245,0.0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,204013.0
That's What I Like,Bruno Mars,1,1329,2016-12-09,2757,1,thats what i like_bruno mars,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,82.0,4PgleR09JVnm3zY1fW3XBA,24K Magic,2016-11-17,Happy EDM,3d2JFEbvcx7p2CHkBaQeMZ,edm,pop edm,0.853,0.56,1.0,-4.961,1.0,0.0406,0.013,0.0,0.0944,0.86,134.066,206693.0
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,38,153,2011-08-05,368,1,the adventures of rain dance maggie_red hot chili peppers,3p7hKG5voXWeSlpszlxTUF,The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,0.0,1ZbMq4srok3szAUojPqRUC,I'm With You,2011-08-29,Permanent wave,0tOy7ZY4E2PadXIyj8zU43,rock,permanent wave,0.683,0.734,4.0,-4.523,0.0,0.029,0.00112,0.0139,0.258,0.576,106.254,282400.0
The Box,Roddy Ricch,1,741,2019-12-20,1581,1,the box_roddy ricch,0nbXyq5TXYPCO7pr3N8S4I,The Box,Roddy Ricch,98.0,52u4anZbHd6UInnmHRFzba,Please Excuse Me For Being Antisocial,2019-12-06,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.896,0.586,10.0,-6.687,0.0,0.0559,0.104,0.0,0.79,0.642,116.971,196653.0
The Cure,Lady Gaga,39,105,2017-05-05,271,1,the cure_lady gaga,34oB5r0lcN3fYWCs2uA1k5,The Cure,Lady Gaga,70.0,2yaSZnZhaxsbQ5xhgGbw3g,The Cure,2017-04-16,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.697,0.506,8.0,-4.863,1.0,0.0325,0.0792,0.0,0.0893,0.516,100.002,211364.0
The Days,Avicii,78,1,2014-10-24,24,0,the days_avicii,5Iy2Jj87Ha0C0IBlNE1I4y,The Days,Avicii,67.0,0h2knr6qpiAq0tV5ri5JMF,The Days / Nights,2014-01-01,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.59,0.724,0.0,-3.278,1.0,0.0439,0.04,4.07e-05,0.142,0.526,127.059,278480.0
The Git Up,Blanco Brown,14,210,2019-06-21,506,1,the git up_blanco brown,5dW1VZPcFqB4n0P08rGDgm,The Git Up,Blanco Brown,52.0,00xSEAMEAPTF17t2rdOFYF,The Git Up,2019-05-03,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.847,0.678,9.0,-8.635,1.0,0.109,0.0669,0.0,0.274,0.811,97.984,200594.0
The Heart Wants What It Wants,Selena Gomez,6,210,2014-11-21,514,1,the heart wants what it wants_selena gomez,6wJwkMo278iWVlWl1XQ4WA,The Heart Wants What It Wants,Selena Gomez,70.0,2iFTxCYwhF5oC1L8s1B0rI,The Heart Wants What It Wants,2014-01-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.616,0.789,7.0,-4.874,0.0,0.0377,0.053,0.0,0.142,0.621,83.066,227373.0
The Hills,The Weeknd,1,1176,2015-06-12,2451,1,the hills_the weeknd,7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,83.0,0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness,2015-08-28,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.58,0.565,0.0,-7.065,0.0,0.0488,0.0671,0.0,0.135,0.138,112.986,242253.0
The Language,Drake,51,210,2013-10-11,469,1,the language_drake,5dHpbFmZjWucrol0M7aNGU,The Language,Drake,53.0,2ZUFSbIkmFkGag000RWOpA,Nothing Was The Same (Deluxe),2013-01-01,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,0.823,0.662,7.0,-8.426,1.0,0.318,0.0118,0.0,0.0805,0.533,120.117,224040.0
The Lazy Song,Bruno Mars,4,378,2010-10-22,852,1,the lazy song_bruno mars,386RUes7n1uM1yfzgeUuwp,The Lazy Song,Bruno Mars,73.0,6J84szYCnMfzEcvIcfWMFL,Doo-Wops & Hooligans,2010-10-05,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.738,0.804,11.0,-3.851,1.0,0.0621,0.332,0.0,0.279,0.949,174.943,190213.0
The Man,Aloe Blacc,8,210,2013-12-27,512,1,the man_aloe blacc,4e6ZN0EcEqYx74BTC5xQzy,The Man,Aloe Blacc,60.0,5fTxUo4VVLBlU9nVGXiHEF,Lift Your Spirit,2013-01-01,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.533,0.755,11.0,-7.25,0.0,0.0419,0.0332,0.0,0.233,0.472,86.034,255907.0
The Night We Met,Lord Huron,84,10,2017-05-05,36,0,the night we met_lord huron,3FsBtu3gdlfZjBLXyDvmj1,The Night We Met,Lord Huron,11.0,2OicPkzxga0ybQIdl3kvaa,13 Reasons Why (A Netflix Original Series Soundtrack),2017-03-30,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,0.441,0.369,2.0,-9.644,1.0,0.046,0.968,0.207,0.641,0.115,174.152,206933.0
The Phoenix,Fall Out Boy,80,1,2013-04-12,22,0,the phoenix_fall out boy,53AuxddsgPSlqM619nJhSd,The Phoenix,Fall Out Boy,62.0,0EVJX4RlYKuApsAN5CaDa3,Save Rock And Roll,2013-01-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.562,0.964,4.0,-2.991,0.0,0.072,0.000539,1.57e-06,0.579,0.41,138.063,244960.0
The Race,Tay-K,44,191,2017-08-25,438,1,the race_tayk,3wGXyJGsCf1myH5MooQIqE,The Race,Tay-K,73.0,1S7KWH0szrqutOvzsqxiBv,#SantanaWorld (+),2017-12-14,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.766,0.606,9.0,-6.064,1.0,0.456,0.00266,0.0,0.166,0.352,160.223,140000.0
The Ringer,Eminem,8,10,2018-09-14,112,0,the ringer_eminem,2jt2WxXMCD4zjACthkJQVE,The Ringer,Eminem,75.0,3HNnxK7NgLXbDoxRZxNWiR,Kamikaze,2018-08-31,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.939,0.551,1.0,-9.126,1.0,0.291,0.0311,0.0,0.192,0.42,118.552,337941.0
The Way I Am,Charlie Puth,61,28,2018-09-07,95,0,the way i am_charlie puth,6qNALlmZa1ESnCxJmXE1K9,The Way I Am,Charlie Puth,69.0,0mZIUXje90JtHxPNzWsJNR,Voicenotes,2018-05-11,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.755,0.769,10.0,-5.658,0.0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,186080.0
The Weekend,SZA,29,304,2017-08-18,679,1,the weekend_sza,6gU9OKjOE7ghfEd55oRO57,The Weekend,SZA,76.0,76290XdXVF9rPzGdNRWdCh,Ctrl,2017-06-09,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,0.487,0.366,8.0,-9.405,0.0,0.0531,0.241,0.0,0.126,0.161,68.191,272187.0
There's Nothing Holdin' Me Back,Shawn Mendes,6,595,2017-05-12,1284,1,theres nothing holdin me back_shawn mendes,7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,Shawn Mendes,82.0,3wBabo4pmzsYjALMSKY7Iq,Illuminate (Deluxe),2017-04-20,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.866,0.813,11.0,-4.063,0.0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440.0
Thinkin Bout You,Frank Ocean,32,406,2012-07-27,880,1,thinkin bout you_frank ocean,7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,Frank Ocean,75.0,392p3shh2jkxUxY2VHvlH8,channel ORANGE,2012-01-01,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.721,0.339,0.0,-11.195,1.0,0.0532,0.409,0.00153,0.0973,0.2,129.83,200747.0
Thinking Out Loud,Ed Sheeran,2,1711,2014-10-24,3520,1,thinking out loud_ed sheeran,34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,Ed Sheeran,83.0,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition),2014-06-21,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,0.781,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,281560.0
This Could Be Us,Rae Sremmurd,49,210,2015-06-26,471,1,this could be us_rae sremmurd,76v0OHTbZGeOZYmaLtEDhQ,This Could Be Us,Rae Sremmurd,4.0,4ZmCBqmAmzZaw6AKnlXqQI,SremmLife,2015-01-06,Gangsta Rap/90's Hip-Hop,39IFMVQdRNdb7kVfyTvHjM,rap,gangster rap,0.728,0.694,0.0,-5.07,0.0,0.161,0.281,0.0,0.118,0.74,143.078,206307.0
This Is America,Childish Gambino,1,153,2018-05-18,405,1,this is america_childish gambino,0b9oOr2ZgvyQu88wzixux9,This Is America,Childish Gambino,76.0,7arx9qPJexCsDz67El4qvk,This Is America,2018-05-06,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.854,0.463,5.0,-6.159,1.0,0.137,0.117,0.0,0.354,0.549,120.024,225773.0
This Is Gospel,Panic! At The Disco,87,1,2013-08-30,15,0,this is gospel_panic at the disco,3yZQk5PC52CCmT4ZaTIKvv,This Is Gospel,Panic! At The Disco,72.0,1hxraaWEf3wFnJxADf8Dge,"Too Weird To Live, Too Rare To Die!",2013-10-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.572,0.912,7.0,-4.875,1.0,0.0707,0.00155,1.2e-06,0.102,0.606,156.073,187187.0
Thotiana,Blueface,8,210,2019-01-25,512,1,thotiana_blueface,3oh6SCCeLuXhFpEyepla6G,Thotiana,Blueface,78.0,2gZmrByp6yiyePHi3dzZ1d,Famous Cryp,2018-12-18,Someone You Loved Lewis Capaldi (Pop Music Mix),6IErGHjBfhey8URq0mFnPi,pop,post-teen pop,0.906,0.382,10.0,-12.89,0.0,0.269,0.18,0.0,0.113,0.391,104.025,129264.0
Thriller,Michael Jackson,4,195,2013-11-15,486,1,thriller_michael jackson,7azo4rpSUh8nXgtonC6Pkq,Thriller,Michael Jackson,68.0,2X8UOIkZQdcz2Hi5Ynt2uk,Scream,2017-09-27,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.764,0.887,11.0,-3.725,1.0,0.0738,0.0816,0.000108,0.847,0.721,118.421,358053.0
