Date,Rank,Title,Artist,Peak Position,Weeks on Chart
2013-08-02,93,Young And Beautiful,Lana Del Rey,22,13
2013-08-02,94,Here's To Never Growing Up,Avril Lavigne,20,15
2013-08-02,95,Gentleman,PSY,5,15
2013-08-02,96,LoveHate Thing,Wale Featuring Sam Dew,89,3
2013-08-02,97,Aw Naw,Chris Young,97,1
2013-08-02,98,Type Of Way,Rich Homie Quan,98,1
2013-08-02,99,Fine China,Chris Brown,31,16
2013-08-02,100,Still Into You,Paramore,83,2
2013-08-09,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,15
2013-08-09,2,Best Song Ever,One Direction,2,1
2013-08-09,3,We Can't Stop,Miley Cyrus,2,8
2013-08-09,4,Radioactive,Imagine Dragons,3,48
2013-08-09,5,Get Lucky,Daft Punk Featuring Pharrell Williams,2,15
2013-08-09,6,Treasure,Bruno Mars,5,11
2013-08-09,7,Holy Grail,Jay Z Featuring Justin Timberlake,7,3
2013-08-09,8,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,8,31
2013-08-09,9,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,1,25
2013-08-09,10,Cruise,Florida Georgia Line Featuring Nelly,4,43
2013-08-09,11,Mirrors,Justin Timberlake,2,24
2013-08-09,12,Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,11,20
2013-08-09,13,Clarity,Zedd Featuring Foxes,13,19
2013-08-09,14,Love Somebody,Maroon 5,12,10
2013-08-09,15,Safe And Sound,Capital Cities,15,13
2013-08-09,16,Come & Get It,Selena Gomez,6,16
2013-08-09,17,The Way,Ariana Grande Featuring Mac Miller,9,18
2013-08-09,18,The Other Side,Jason Derulo,18,15
2013-08-09,19,I Need Your Love,Calvin Harris Featuring Ellie Goulding,17,15
2013-08-09,20,Just Give Me A Reason,P!nk Featuring Nate Ruess,1,24
2013-08-09,21,Baby I,Ariana Grande,21,1
2013-08-09,22,I Want Crazy,Hunter Hayes,19,16
2013-08-09,23,I Love It,Icona Pop Featuring Charli XCX,7,26
2013-08-09,24,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,20,16
2013-08-09,25,Runnin' Outta Moonlight,Randy Houser,25,12
2013-08-09,26,Power Trip,J. Cole Featuring Miguel,19,24
2013-08-09,27,Crash My Party,Luke Bryan,18,16
2013-08-09,28,"Gone, Gone, Gone",Phillip Phillips,26,21
2013-08-09,29,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,43
2013-08-09,30,Body Party,Ciara,22,14
2013-08-09,31,Sail,AWOLNATION,30,47
2013-08-09,32,Stay,Rihanna Featuring Mikky Ekko,3,25
2013-08-09,33,When I Was Your Man,Bruno Mars,1,32
2013-08-09,34,Beneath Your Beautiful,Labrinth Featuring Emeli Sande,34,7
2013-08-09,35,Boys 'Round Here,Blake Shelton Featuring Pistol Annies & Friends,12,18
2013-08-09,36,Bad,Wale Featuring Tiara Thomas Or Rihanna,21,24
2013-08-09,37,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,37,3
2013-08-09,38,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,13,25
2013-08-09,39,Round Here,Florida Georgia Line,38,7
2013-08-09,40,Don't Ya,Brett Eldredge,37,10
2013-08-09,41,Everything Has Changed,Taylor Swift Featuring Ed Sheeran,41,4
2013-08-09,42,Hey Pretty Girl,Kip Moore,41,19
2013-08-09,43,Crazy Kids,Ke$ha Featuring will.i.am Or Juicy J,40,9
2013-08-09,44,Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",44,12
2013-08-09,45,See You Again,Carrie Underwood,44,13
2013-08-09,46,Wagon Wheel,Darius Rucker,15,25
2013-08-09,47,Ho Hey,The Lumineers,3,60
2013-08-09,48,Wake Me Up!,Avicii,48,5
2013-08-09,49,Redneck Crazy,Tyler Farr,48,9
2013-08-09,50,Don't Drop That Thun Thun!,The FiNATTiCZ,35,3
2013-08-09,51,Little Bit Of Everything,Keith Urban,51,10
2013-08-09,52,Take Back The Night,Justin Timberlake,39,3
2013-08-09,53,Burn,Ellie Goulding,53,1
2013-08-09,54,#Beautiful,Mariah Carey Featuring Miguel,15,12
2013-08-09,55,Crooked Smile,J. Cole Featuring TLC,55,6
2013-08-09,56,Love More,Chris Brown Featuring Nicki Minaj,56,1
2013-08-09,57,Right Now,Rihanna Featuring David Guetta,50,6
2013-08-09,58,Gas Pedal,Sage The Gemini Featuring IamSu!,58,1
2013-08-09,59,Royals,Lorde,59,4
2013-08-09,60,Rich As F**k,Lil Wayne Featuring 2 Chainz,38,19
2013-08-09,61,All Over The Road,Easton Corbin,57,12
2013-08-09,62,It Goes Like This,Thomas Rhett,62,7
2013-08-09,63,No New Friends (SFTB Remix),"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",37,14
2013-08-09,64,Red Nose,Sage The Gemini,62,2
2013-08-09,65,Hey Girl,Billy Currington,61,10
2013-08-09,66,Slow Down,Selena Gomez,66,2
2013-08-09,67,DONE.,The Band Perry,43,20
2013-08-09,68,Demons,Imagine Dragons,59,19
2013-08-09,69,Night Train,Jason Aldean,69,4
2013-08-09,70,Ain't Worried About Nothin,French Montana,69,6
2013-08-09,71,What About Love,Austin Mahone,66,7
2013-08-09,72,Wop,J. Dash,51,8
2013-08-09,73,Brave,Sara Bareilles,61,7
2013-08-09,74,Beat It,Sean Kingston Featuring Chris Brown & Wiz Khalifa,52,14
2013-08-09,75,Jump Right In,Zac Brown Band,53,14
2013-08-09,76,Counting Stars,OneRepublic,32,6
2013-08-09,77,Bubble Butt,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",67,7
2013-08-09,78,Tom Ford,JAY-Z,39,3
2013-08-09,79,Parking Lot Party,Lee Brice,67,5
2013-08-09,80,Point At You,Justin Moore,78,9
2013-08-09,81,Acapella,Karmin,72,3
2013-08-09,82,Cruisin' For A Bruisin',"Ross Lynch, Grace Phipps And Jason Evigan",82,1
2013-08-09,83,Feds Watching,2 Chainz Featuring Pharrell,67,4
2013-08-09,84,How Many Drinks?,Miguel,69,15
2013-08-09,85,HeadBand,B.o.B Featuring 2 Chainz,65,7
2013-08-09,86,Still Into You,Paramore,83,3
2013-08-09,87,Anywhere With You,Jake Owen,46,19
2013-08-09,88,F*ckwithmeyouknowigotit,Jay Z Featuring Rick Ross,64,3
2013-08-09,89,Type Of Way,Rich Homie Quan,89,2
2013-08-09,90,Aw Naw,Chris Young,90,2
2013-08-09,91,Sweater Weather,The Neighbourhood,89,7
2013-08-09,92,Vivir Mi Vida,Marc Anthony,92,1
2013-08-09,93,I'm Out,Ciara Featuring Nicki Minaj,44,4
2013-08-09,94,Play Hard,David Guetta Featuring Ne-Yo & Akon,64,9
